Unnamed: 0,Name,Contact Information,Rating,Number of Ratings,Longitude,Latitude,Types,neighborhood
6,Darina,0265 259 390,4.0,1010.0,24.54,46.5255556,"['parking', 'lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الربيع
7,Hotel Vector,0374 222 555,4.1,553.0,24.6610343,46.4295752,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
8,Pensiunea Koronka,0771 007 230,4.3,551.0,24.6159089,46.5103628,"['lodging', 'gym', 'spa', 'health', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الربيع
9,Casa Wagner,0265 506 014,3.9,927.0,24.7923903,46.2202367,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
10,Korona Hotel,0265 770 480,4.5,1193.0,24.78865999999999,46.2213935,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
11,Apollo Wellness Club,0265 319 159,4.3,1381.0,24.6083602,46.5836929,"['spa', 'lodging', 'health', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
12,Rex Hotel,0265 777 615,3.7,472.0,24.8115155,46.2257864,"['lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الربيع
13,Hotel Szeifert Restaurant,0265 570 108,4.5,1220.0,25.082546,46.59967049999999,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
14,Ensana Ursina Health Spa Hotel,0265 570 651,4.5,1196.0,25.0889248,46.60128869999999,"['spa', 'lodging', 'restaurant', 'food', 'health', 'point_of_interest', 'establishment']",حي الربيع
15,Veritas Motel,0741 900 483,3.5,6.0,25.0512642,46.5805559,"['restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']",حي الربيع
16,Complex Via,0265 306 165,4.2,466.0,24.5048988,46.5081338,"['car_wash', 'gas_station', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
17,Pensiunea Nemes Panzio,0724 303 140,4.3,326.0,24.650573,46.48004299999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
18,Complex Turistic Darina Sancraiu de Mures,0265 316 343,4.6,289.0,24.509098,46.55351,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
19,Mercure Sighisoara Binderbubi Hotel & Spa,0372 088 888,4.5,1373.0,24.793689,46.21560729999999,"['lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الربيع
20,Hotel Restaurant Corsa,0744 794 767,3.6,254.0,24.7569149,46.2447122,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
21,Gemini VendéglőSzálló,,4.8,315.0,24.6207411,46.5899918,"['restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']",حي الربيع
22,Mureșul Hotel Health Spa,0755 658 394,4.5,1013.0,25.08532899999999,46.5999279,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
23,Cantina - Restaurant La Efendi Targu Mures - Restaurante Targu Mures,0265 214 186,4.3,92.0,24.564732,46.5458169,"['restaurant', 'meal_delivery', 'food', 'point_of_interest', 'establishment']",حي الربيع
24,Positano,0742 568 392,5.0,4.0,24.5546402,46.5345004,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الربيع
25,Pensiunea Marianne,0723 730 031,4.1,133.0,24.762433,46.82166499999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
26,Piaf Cafe,0771 525 526,4.4,1322.0,24.5622691,46.5438327,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",حي الربيع
27,Emma,0365 404 664,4.4,172.0,24.558232,46.5444531,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
28,Profi Standard,0728 729 315,3.8,443.0,24.5605884,46.5345271,"['supermarket', 'grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",حي الربيع
29,Telegdy Ház,0751 010 017,4.2,947.0,25.1204846,46.5513892,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
30,Tip Top,0746 238 004,4.3,648.0,24.5499343,46.5646362,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
31,Tranzit,0747 020 495,4.5,867.0,24.5567478,46.5451248,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
32,Restaurantul Parc,0751 031 920,4.3,127.0,24.7104138,46.7797704,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
33,Casablanca,0788 208 890,4.3,1788.0,24.7142506,46.7916641,"['restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']",حي الربيع
34,Intim Bistro,0265 523 624,4.6,677.0,24.7008399,46.7792892,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الربيع
35,Peștișorul de Aur,0265 316 343,4.4,2384.0,24.5098324,46.5537834,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
36,Restaurant Montana,0265 554 400,4.0,923.0,24.8216247,46.9176254,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الربيع
37,White Horse Pension,0365 452 565,4.3,229.0,24.655702,46.685129,"['lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الربيع
38,Hotel Restaurant Wassman,0751 150 914,4.6,52.0,24.6329218,46.5006478,"['restaurant', 'lodging', 'food', 'point_of_interest', 'establishment']",حي الربيع
39,Hotel Romantik,0747 507 011,3.9,614.0,24.7008457,46.4092772,"['bar', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
40,"Restaurant Pensiune Lyra | mâncare tradițională, preparate bbq, livrare mures, restaurant mures",0265 333 090,4.7,4408.0,24.6315992,46.5009475,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
41,Restaurant Ciao,,4.2,32.0,24.5442805,46.52755459999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
42,Cuza Voda market,,4.1,1465.0,24.5531842,46.5468831,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
43,Crama Regun,0265 521 520,4.0,29.0,24.6984668,46.77895240000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
44,Barcsa Pizza,,4.4,82.0,24.4730736,46.55811689999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
45,Pensiunea Ovidiu & Paula,0769 678 507,4.6,424.0,25.076572,46.752413,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
46,IzvorulMolnar,0745 894 366,4.3,40.0,24.71018339999999,46.7878362,"['restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']",حي الربيع
47,Schwabenhof Restaurant,0788 311 429,4.4,735.0,24.759619,46.631339,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
48,Bekecs Vendéglő,0749 645 833,4.4,256.0,24.8051964,46.53297409999999,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الربيع
49,Equinoxe Royal,0740 766 166,4.5,447.0,24.7136352,46.760662,"['restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']",حي الربيع
50,FastFood,0751 858 874,4.1,166.0,24.7084427,46.7782716,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الربيع
51,Paulys Com S.R.L.,0741 021 464,4.4,110.0,24.6971453,46.7761343,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الربيع
52,Maia Bistro,,4.4,618.0,24.6993846,46.77828210000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
53,Pensiune Central,0749 277 540,4.6,214.0,24.6972658,46.7804614,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
54,Terasa Gliga,0745 348 000,4.1,349.0,24.7171423,46.79431030000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
55,Pensiunea Restaurant Vándor,0743 030 608,4.4,759.0,25.0139066,46.67044639999999,"['restaurant', 'lodging', 'food', 'point_of_interest', 'establishment']",حي الربيع
56,Gerendás Panzió,0766 052 988,4.8,7058.0,24.9422016,46.5190048,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
57,Restaurant Villa Sabina,0365 730 505,4.8,8.0,24.5778498,46.5617757,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الربيع
58,Aqua Studio în Complexul Weekend Târgu Mureș,0743 135 573,3.9,318.0,24.5737978,46.5610315,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",حي الربيع
59,Restaurant Pescăruș de Mures,0365 882 967,4.5,325.0,24.57310480000001,46.5601387,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الربيع
60,فندق ميرا,9200 08155,3.7,1336.0,46.69398469999999,24.7012777,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
61,مركز ماي كار لصيانة السيارات الاوروبية,,3.5,2755.0,46.5764369,24.85175139999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
62,Luthan Hotel and Spa,011 480 7799,4.0,423.0,46.6417087,24.7066487,"['spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
63,Dining Hall,011 467 5591,3.0,27.0,46.6196551,24.7209893,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
64,Sushi Yoshi,011 812 0055,4.0,1721.0,46.7061255,24.7048211,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
65,Najd Village,9200 33511,3.9,11310.0,46.70469529999999,24.7426043,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
66,Wooden Bakery,050 133 8321,4.3,10550.0,46.7226815,24.6941192,"['bakery', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
67,Najd Village,9200 33511,3.8,8468.0,46.66923329999999,24.6976883,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
68,KFC,9200 21111,3.7,2198.0,46.737091,24.59506409999999,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
69,McDonald's,800 121 2345,3.9,2735.0,46.69138399999999,24.570255,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
70,Domino's Pizza,9200 12345,3.8,589.0,46.6049938,24.692347,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
71,Mama Noura,9200 12026,4.3,23691.0,46.70188479999999,24.6916263,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
72,Burger King - Al Quds,,3.6,1707.0,46.740762,24.75733899999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
73,Derati Restaurant,011 202 0203,3.7,1331.0,46.58854249999999,24.6368753,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
74,Kudu - Al Rayyan,9200 06999,3.8,1803.0,46.7889345,24.7092575,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الندى
75,Dominos,9200 12345,3.8,639.0,46.6240752,24.8105963,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
76,Derati Restaurants & Kitchens,9200 08273,3.8,994.0,46.66901430000001,24.5881775,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
77,Hardee's,9200 01213,3.3,827.0,46.6436339,24.6008518,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
78,KFC,9200 21111,3.5,975.0,46.6441676,24.6004069,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
79,Kudu - Al Malaz,9200 06999,3.9,1944.0,46.72442909999999,24.6663876,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الندى
80,قصر الهند,011 278 2394,3.8,6168.0,46.75289959999999,24.75744370000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
81,Mama Noura,011 266 6623,4.1,11464.0,46.6653609,24.5717473,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
82,Herfy,9200 01111,3.8,1376.0,46.6983362,24.6940569,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
83,Al Jalab Restaurant,011 450 7979,4.3,1543.0,46.6870006,24.7337823,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
84,Al Romansiah,9200 00144,4.1,8499.0,46.81412389999999,24.7587183,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
85,Herfy,9200 01111,3.7,380.0,46.6575254,24.7559561,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
86,Diet Center - دايت سنتر,9200 17373,4.1,74.0,46.784153,24.681048,"['grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'health', 'establishment']",حي الندى
87,Kudu - Al Seteen Palace,9200 06999,3.9,2399.0,46.7231741,24.6905735,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الندى
88,KFC,9200 21111,3.6,1452.0,46.7923858,24.6840264,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
89,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 455 9562,3.7,649.0,46.6625465,24.7579306,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
90,Burger King - Bin Turkey,,3.7,681.0,46.619087,24.746228,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
91,Al Saudi Restaurant,9200 09515,3.9,4618.0,46.70311350000001,24.6957429,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
92,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 470 7591,3.9,719.0,46.65586740000001,24.7247857,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
93,Al Nafoura Restaurant,011 267 0815,3.3,1007.0,46.6251475,24.5884052,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
94,TOKYO,9200 09662,4.3,7203.0,46.68670509999999,24.7181459,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
95,KFC,9200 21111,3.6,1311.0,46.713719,24.6382089,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
96,Kudu - Al Wurud,9200 06999,4.0,1024.0,46.6758245,24.7322926,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الندى
97,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 449 6563,3.9,790.0,46.63085969999999,24.5802744,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
98,Sheikh Al-Mandi Restaurant,011 464 4099,3.5,2022.0,46.70186499999999,24.693749,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
99,Herfy,9200 01111,3.8,896.0,46.6736126,24.7609124,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
100,Subway,,3.7,452.0,46.7834343,24.7289012,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
101,برجر كاسل,011 281 8775,4.1,1057.0,46.6345087,24.714561,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
102,Burger King - Exit 28,,3.8,1294.0,46.6212052,24.5681274,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
103,وايت قاردن,011 462 7799,4.2,4534.0,46.6836945,24.6943084,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']",حي الندى
104,Al Tazaj,9200 00765,3.6,4796.0,46.6443952,24.6002206,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
105,Al Romansiah,9200 00144,4.2,9584.0,46.7069578,24.5620929,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
106,McDonald's,800 121 2345,3.7,2043.0,46.640038,24.598766,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
107,McDonald's,800 121 2345,3.9,3568.0,46.794646,24.713222,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
108,Herfy,9200 01111,3.5,746.0,46.675,24.6755556,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
109,Fairmont Riyadh,011 826 2626,4.7,5105.0,46.7182893,24.8082207,"['lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
110,Subway,,3.8,341.0,46.65607869999999,24.608878,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
111,KFC,9200 21111,3.8,1219.0,46.6889225,24.62540690000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
112,Burger King - Exit 8 Dammam Rd,,3.7,1210.0,46.743149,24.800591,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
113,Al Romansiah Restaurant - Al Nasseem District,9200 00144,4.2,8154.0,46.81462699999999,24.7335149,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
114,Herfy,9200 01111,3.6,872.0,46.750084,24.7795459,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
115,Herfy,9200 01111,3.8,1081.0,46.7975115,24.7809607,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
116,KFC,9200 21111,3.5,1825.0,46.76440969999999,24.7327532,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
117,Al Romansiah,9200 00144,4.2,9460.0,46.792399,24.695811,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
118,Burger King - Rawdah,,3.7,1370.0,46.76226500000001,24.735643,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى
119,KFC,9200 21111,3.8,2246.0,46.6647609,24.7045778,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى
120,فندق ميرا,9200 08155,3.7,1336.0,46.69398469999999,24.7012777,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
121,مركز ماي كار لصيانة السيارات الاوروبية,,3.5,2755.0,46.5764369,24.85175139999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
122,Luthan Hotel and Spa,011 480 7799,4.0,423.0,46.6417087,24.7066487,"['spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
123,Dining Hall,011 467 5591,3.0,27.0,46.6196551,24.7209893,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
124,Sushi Yoshi,011 812 0055,4.0,1721.0,46.7061255,24.7048211,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
125,Najd Village,9200 33511,3.9,11310.0,46.70469529999999,24.7426043,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
126,Wooden Bakery,050 133 8321,4.3,10550.0,46.7226815,24.6941192,"['bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",حي الصحافة
127,Najd Village,9200 33511,3.8,8468.0,46.66923329999999,24.6976883,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
128,KFC,9200 21111,3.7,2198.0,46.737091,24.59506409999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
129,McDonald's,800 121 2345,3.9,2735.0,46.69138399999999,24.570255,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
130,Domino's Pizza,9200 12345,3.8,589.0,46.6049938,24.692347,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
131,Mama Noura,9200 12026,4.3,23691.0,46.70188479999999,24.6916263,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
132,Burger King - Al Quds,,3.6,1707.0,46.740762,24.75733899999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
133,Derati Restaurant,011 202 0203,3.7,1331.0,46.58854249999999,24.6368753,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
134,Kudu - Al Rayyan,9200 06999,3.8,1803.0,46.7889345,24.7092575,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الصحافة
135,Dominos,9200 12345,3.8,639.0,46.6240752,24.8105963,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
136,Derati Restaurants & Kitchens,9200 08273,3.8,994.0,46.66901430000001,24.5881775,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
137,Hardee's,9200 01213,3.3,827.0,46.6436339,24.6008518,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
138,KFC,9200 21111,3.5,975.0,46.6441676,24.6004069,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
139,Kudu - Al Malaz,9200 06999,3.9,1944.0,46.72442909999999,24.6663876,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الصحافة
140,قصر الهند,011 278 2394,3.8,6168.0,46.75289959999999,24.75744370000001,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
141,Mama Noura,011 266 6623,4.1,11464.0,46.6653609,24.5717473,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
142,Herfy,9200 01111,3.8,1376.0,46.6983362,24.6940569,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
143,Al Jalab Restaurant,011 450 7979,4.3,1543.0,46.6870006,24.7337823,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
144,Al Romansiah,9200 00144,4.1,8499.0,46.81412389999999,24.7587183,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
145,Herfy,9200 01111,3.7,380.0,46.6575254,24.7559561,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
146,Kudu - Al Seteen Palace,9200 06999,3.9,2399.0,46.7231741,24.6905735,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الصحافة
147,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 455 9562,3.7,649.0,46.6625465,24.7579306,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
148,Diet Center - دايت سنتر,9200 17373,4.1,74.0,46.784153,24.681048,"['grocery_or_supermarket', 'health', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",حي الصحافة
149,Al Nafoura Restaurant,011 267 0815,3.3,1007.0,46.6251475,24.5884052,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
150,KFC,9200 21111,3.6,1452.0,46.7923858,24.6840264,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
151,Burger King - Bin Turkey,,3.7,681.0,46.619087,24.746228,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
152,Al Saudi Restaurant,9200 09515,3.9,4618.0,46.70311350000001,24.6957429,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
153,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 470 7591,3.9,719.0,46.65586740000001,24.7247857,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
154,TOKYO,9200 09662,4.3,7203.0,46.68670509999999,24.7181459,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
155,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,011 449 6563,3.9,790.0,46.63085969999999,24.5802744,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
156,KFC,9200 21111,3.6,1311.0,46.713719,24.6382089,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
157,Kudu - Al Wurud,9200 06999,4.0,1024.0,46.6758245,24.7322926,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الصحافة
158,Sheikh Al-Mandi Restaurant,011 464 4099,3.5,2022.0,46.70186499999999,24.693749,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
159,Herfy,9200 01111,3.8,896.0,46.6736126,24.7609124,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
160,Burger King - Exit 28,,3.8,1294.0,46.6212052,24.5681274,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
161,برجر كاسل,011 281 8775,4.1,1057.0,46.6345087,24.714561,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
162,Subway,,3.7,452.0,46.7834343,24.7289012,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
163,وايت قاردن,011 462 7799,4.2,4534.0,46.6836945,24.6943084,"['restaurant', 'bar', 'night_club', 'food', 'point_of_interest', 'establishment']",حي الصحافة
164,Al Tazaj,9200 00765,3.6,4796.0,46.6443952,24.6002206,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
165,Al Romansiah,9200 00144,4.2,9584.0,46.7069578,24.5620929,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
166,McDonald's,800 121 2345,3.7,2043.0,46.640038,24.598766,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
167,McDonald's,800 121 2345,3.9,3568.0,46.794646,24.713222,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
168,Subway,,3.8,341.0,46.65607869999999,24.608878,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
169,Herfy,9200 01111,3.5,746.0,46.675,24.6755556,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
170,Fairmont Riyadh,011 826 2626,4.7,5105.0,46.7182893,24.8082207,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
171,KFC,9200 21111,3.8,1219.0,46.6889225,24.62540690000001,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
172,Burger King - Exit 8 Dammam Rd,,3.7,1210.0,46.743149,24.800591,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
173,Al Romansiah Restaurant - Al Nasseem District,9200 00144,4.2,8154.0,46.81462699999999,24.7335149,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
174,Herfy,9200 01111,3.6,872.0,46.750084,24.7795459,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
175,KFC,9200 21111,3.5,1825.0,46.76440969999999,24.7327532,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
176,Herfy,9200 01111,3.8,1081.0,46.7975115,24.7809607,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
177,Burger King - Rawdah,,3.7,1370.0,46.76226500000001,24.735643,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
178,Al Romansiah,9200 00144,4.2,9460.0,46.792399,24.695811,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة
179,KFC,9200 21111,3.8,2246.0,46.6647609,24.7045778,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة
180,فندق ميرا,9200 08155,3.7,1336.0,46.69398469999999,24.7012777,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي النرجس
181,مركز ماي كار لصيانة السيارات الاوروبية,,3.5,2755.0,46.5764369,24.85175139999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النرجس
182,Luthan Hotel and Spa,011 480 7799,4.0,423.0,46.6417087,24.7066487,"['spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي النرجس
183,Dining Hall,011 467 5591,3.0,27.0,46.6196551,24.7209893,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النرجس
184,Sushi Yoshi,011 812 0055,4.0,1721.0,46.7061255,24.7048211,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي النرجس
185,Najd Village,9200 33511,3.9,11310.0,46.70469529999999,24.7426043,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي النرجس
